N_SOIL,P_SOIL,K_SOIL,TEMPERATURE,HUMIDITY,ph,RAINFALL,CROP_PRICE,CROP,STATE
5,144,205,21.4,92.6,6.2,102.8,600,Apple,Uttar Pradesh
2,123,205,22.4,90.8,5.7,125,2540,Apple,Uttar Pradesh
15,133,199,24,91.6,5.8,117.6,1930,Apple,Uttar Pradesh
31,130,198,21.8,92.7,5.6,120.1,5200,Apple,Uttar Pradesh
25,143,200,23.8,92.8,6,100.6,1760,Apple,Uttar Pradesh
16,143,204,23.7,91.5,5.6,121.9,1100,Apple,Uttar Pradesh
19,122,202,23.3,90.4,5.8,112.9,1000,Apple,Uttar Pradesh
10,125,196,22.3,90,5.7,113.1,1050,Apple,Uttar Pradesh
20,139,202,23.5,92.2,5.7,108,640,Apple,Uttar Pradesh
28,123,198,23.5,91.5,5.7,111.8,580,Apple,Uttar Pradesh
28,136,200,23.1,92.4,6.2,114.7,590,Apple,Uttar Pradesh
2,131,199,22.5,91.2,6,124.2,2750,Apple,Uttar Pradesh
2,140,197,22.7,92.8,5.5,105.1,1080,Apple,Uttar Pradesh
27,138,201,23.7,93.9,6,105.4,2050,Apple,Uttar Pradesh
30,127,204,22.5,92.5,6.1,100.9,850,Apple,Uttar Pradesh
32,145,203,23.8,90.8,6.4,109.6,1040,Apple,Uttar Pradesh
29,139,205,23.6,93.7,6.2,116.7,780,Apple,Uttar Pradesh
26,126,195,21.4,93,5.9,118.4,500,Apple,Uttar Pradesh
40,136,202,22.9,94.6,5.9,117.5,520,Apple,Uttar Pradesh
6,124,200,23,93.8,6,109.6,350,Apple,Uttar Pradesh
35,138,200,21.2,90.8,5.7,103.7,950,Apple,Uttar Pradesh
17,136,196,23.9,90.5,5.9,103.1,1830,Apple,Uttar Pradesh
33,134,205,21,94.3,6.1,114.7,5550,Apple,Uttar Pradesh
16,143,197,22.6,93.5,5.9,116.9,1730,Apple,Uttar Pradesh
27,120,200,21.5,90.7,6.1,116.7,1540,Apple,Uttar Pradesh
29,145,205,22.8,92.1,6.2,109.3,1820,Apple,Uttar Pradesh
3,141,197,22,91.1,6.1,115.5,3350,Apple,Uttar Pradesh
15,123,204,22.5,92.5,6.4,115.4,1000,Apple,Uttar Pradesh
5,136,195,22.4,91.9,6.3,107.8,850,Apple,Uttar Pradesh
10,136,204,21.2,92.2,6.3,105.9,550,Apple,Uttar Pradesh
7,141,195,23.9,93.5,5.5,104.9,460,Apple,Uttar Pradesh
2,129,201,22.8,94.4,5.7,122.1,650,Apple,Uttar Pradesh
29,138,197,22.2,92.4,5.8,121.7,2250,Apple,Uttar Pradesh
30,137,200,22.9,90.7,5.6,118.6,2580,Apple,Uttar Pradesh
29,132,204,23.1,90.2,6.1,108.2,3000,Apple,Uttar Pradesh
14,139,197,21.7,92.8,6.1,121.7,2650,Apple,Uttar Pradesh
18,125,203,22.4,91.6,6.2,102.6,3400,Apple,Uttar Pradesh
33,143,204,21.1,92,5.8,122.5,800,Apple,Uttar Pradesh
40,144,196,22.7,92.3,6,107,2150,Apple,Uttar Pradesh
9,143,197,23.8,92.9,5.6,117.7,530,Apple,Uttar Pradesh
38,135,203,23.8,93.7,6,100.8,1150,Apple,Uttar Pradesh
28,130,196,22.1,94.7,6.1,112.9,650,Apple,Uttar Pradesh
35,142,203,21.2,90.2,5.9,123.6,2540,Apple,Uttar Pradesh
12,129,205,22.4,91.2,6.1,118.7,850,Apple,Uttar Pradesh
1,135,203,22.8,92.7,5.6,113.8,1925,Apple,Uttar Pradesh
0,145,205,21.2,90.1,5.5,114,1850,Apple,Uttar Pradesh
31,121,201,23.2,90.3,5.7,110.7,1850,Apple,Uttar Pradesh
35,131,203,22.4,93.9,5.9,102.7,600,Apple,Uttar Pradesh
29,140,195,23.6,91,5.6,116.7,600,Apple,Uttar Pradesh
33,138,198,22.3,90.7,6.2,122.7,500,Apple,Uttar Pradesh
14,140,197,23.4,90.9,6.1,113,2100,Apple,Uttar Pradesh
35,145,195,22,94.6,6.2,111,1200,Apple,Uttar Pradesh
40,120,197,23.8,92.5,5.9,119.6,5000,Apple,Uttar Pradesh
25,132,198,22.3,90.9,5.7,100.1,5000,Apple,Uttar Pradesh
31,137,196,22.1,93.8,6.4,120.6,3500,Apple,Uttar Pradesh
36,144,196,23.7,94.5,6.5,115.4,800,Apple,Uttar Pradesh
10,140,197,22.2,90.3,6.2,124.5,800,Apple,Uttar Pradesh
22,30,12,15.8,92.5,6.4,119,500,Orange,Uttar Pradesh
37,6,13,26,91.5,7.5,101.3,500,Orange,Uttar Pradesh
27,13,6,13.4,91.4,7.3,111.2,500,Orange,Uttar Pradesh
7,16,9,18.9,92,7.8,114.7,2000,Orange,Uttar Pradesh
20,7,9,29.5,91.6,7.1,111.2,1840,Orange,Uttar Pradesh
26,27,10,28.1,92.9,6.1,114.1,440,Orange,Uttar Pradesh
5,23,15,25.7,92,7.4,112.5,390,Orange,Uttar Pradesh
0,18,14,29.8,92,7.2,114.4,490,Orange,Uttar Pradesh
39,24,14,30.6,90.9,7.2,106.1,790,Orange,Uttar Pradesh
13,23,6,24,90.3,7.4,102.7,1940,Orange,Uttar Pradesh
21,17,15,24,91.5,7.5,118.5,540,Orange,Uttar Pradesh
33,12,8,25.3,90.3,6.8,117.4,740,Orange,Uttar Pradesh
6,9,12,31.1,90.1,7,109.7,290,Orange,Uttar Pradesh
19,7,10,14.8,91.2,6.1,100.2,990,Orange,Uttar Pradesh
24,18,6,26.6,94.5,6.3,116.4,3000,Orange,Uttar Pradesh
9,11,8,24.9,94.4,6.6,111.8,650,Orange,Uttar Pradesh
31,8,7,34.5,93.6,7.2,103.6,600,Orange,Uttar Pradesh
22,17,5,24.1,90.7,6.9,102.8,1200,Orange,Uttar Pradesh
13,5,8,23.9,90.1,7.5,103.9,500,Orange,Uttar Pradesh
16,8,9,24.6,91.3,7.6,111.3,1200,Orange,Uttar Pradesh
4,13,6,15.6,94.3,7.6,101.5,2500,Orange,Uttar Pradesh
0,25,14,19.3,92,6.4,116.5,1000,Orange,Uttar Pradesh
8,7,10,28.3,92,6.9,105.2,600,Orange,Uttar Pradesh
4,23,5,22.7,93.4,7.5,110.3,350,Orange,Uttar Pradesh
33,14,8,21,93,7.7,110.7,1200,Orange,Uttar Pradesh
30,7,15,33.2,91.1,7.8,115.8,4900,Orange,Uttar Pradesh
21,29,12,22.3,92.2,6.4,117.4,1030,Orange,Uttar Pradesh
11,14,5,11.5,94.9,6.9,115.6,5100,Orange,Uttar Pradesh
9,8,15,14.3,94.4,8,110.2,750,Orange,Uttar Pradesh
5,18,14,33.1,93.5,7.4,119.2,650,Orange,Uttar Pradesh
29,25,14,30.5,90.5,7.8,113.3,750,Orange,Uttar Pradesh
33,12,15,30.3,92,6.1,116.7,2300,Orange,Uttar Pradesh
8,16,6,12.2,90.3,7.1,108.4,850,Orange,Uttar Pradesh
15,14,8,10,90.2,6.2,119.4,2700,Orange,Uttar Pradesh
16,7,8,22.8,90.6,6.4,116.5,1600,Orange,Uttar Pradesh
0,12,7,20.2,90.7,7,116.8,1400,Orange,Uttar Pradesh
5,25,6,30.7,94,6,106.8,2500,Orange,Uttar Pradesh
6,8,11,24.4,92.4,6.6,119.7,900,Orange,Uttar Pradesh
10,5,5,21.2,91.4,7.8,113,1100,Orange,Uttar Pradesh
1,17,6,10.8,91.4,6.8,117.5,4300,Orange,Uttar Pradesh
1,30,10,11.9,91.3,7.3,103.6,650,Orange,Uttar Pradesh
0,23,15,22.6,93.4,7.6,109.9,500,Orange,Uttar Pradesh
24,27,9,18.9,93.2,6.2,119.4,500,Orange,Uttar Pradesh
36,11,13,17.3,93,7.2,112.7,850,Orange,Uttar Pradesh
40,21,8,34.9,92.9,7.4,102.2,1850,Orange,Uttar Pradesh
40,22,6,24.5,91.9,6.5,116,2000,Orange,Uttar Pradesh
32,18,13,13.8,91.7,6,108,1500,Orange,Uttar Pradesh
9,10,10,22.4,93.5,6,101.5,450,Orange,Uttar Pradesh
13,16,8,34.7,93.1,6.9,100.2,1510,Orange,Uttar Pradesh
15,9,11,11.5,94.1,7.9,108.8,5350,Orange,Uttar Pradesh
29,11,5,23.1,91.9,7.6,104.4,900,Orange,Uttar Pradesh
1,15,9,30,94.6,7.5,115.4,1150,Orange,Uttar Pradesh
18,5,11,20.9,90.9,6.3,102.5,500,Orange,Uttar Pradesh
14,22,9,17.2,91.1,6.5,112.5,4300,Orange,Uttar Pradesh
33,15,7,15.8,91.7,7.7,109.8,4500,Orange,Uttar Pradesh
4,6,7,23,91.1,6.7,112.7,1500,Orange,Uttar Pradesh
17,16,14,16.4,92.2,6.6,102.9,2500,Orange,Uttar Pradesh
12,20,10,24.5,93.1,6.5,109.5,2350,Orange,Uttar Pradesh
34,29,8,31.9,91.2,6.5,105.3,785,Orange,Uttar Pradesh
39,28,10,31.3,91.5,7.2,109.2,1500,Orange,Uttar Pradesh
31,25,12,18.1,90,7,111.8,675,Orange,Uttar Pradesh
12,6,8,30.8,92.9,6.4,107.4,2150,Orange,Uttar Pradesh
12,29,13,22.5,91.5,7.6,118,700,Orange,Uttar Pradesh
26,11,11,13.7,91,7.6,106.3,1800,Orange,Uttar Pradesh
19,24,15,20.5,93.7,7.1,111.8,1750,Orange,Uttar Pradesh
39,21,9,13.2,94,6.4,106.3,4300,Orange,Uttar Pradesh
16,29,13,32.3,93.7,6.2,117.6,1150,Orange,Uttar Pradesh
36,29,13,20.7,90.9,7.8,109.8,1050,Orange,Uttar Pradesh
37,23,12,31.5,90.5,6.4,113.1,2100,Orange,Uttar Pradesh
39,9,15,25.4,91.8,8,116.8,3500,Orange,Uttar Pradesh
31,5,14,17.7,91.7,6.6,110.7,900,Orange,Uttar Pradesh
18,12,8,12.6,91.8,6.2,119.4,700,Orange,Uttar Pradesh
20,20,10,11.9,93.7,7,106.1,3800,Orange,Uttar Pradesh
5,8,5,11,92.2,6.6,112.8,400,Orange,Uttar Pradesh
20,8,12,25.3,95,7.3,118,1590,Orange,Uttar Pradesh
25,21,11,32.2,90.2,6.5,104.7,1190,Orange,Uttar Pradesh
14,19,14,17.7,94.4,6.7,108.1,590,Orange,Uttar Pradesh
37,18,12,10.3,90.2,7.4,106.7,690,Orange,Uttar Pradesh
26,15,6,17.2,94.8,6.9,108,580,Orange,Uttar Pradesh
13,22,5,19.7,90.5,7.8,100.2,690,Orange,Uttar Pradesh
32,25,9,10.4,93.8,7.8,101.1,590,Orange,Uttar Pradesh
19,7,9,27.3,91.7,7,101.1,1490,Orange,Uttar Pradesh
28,7,9,34.6,92.1,6.7,115.6,3590,Orange,Uttar Pradesh
24,30,11,32.4,94.5,6.6,113.3,1190,Orange,Uttar Pradesh
7,17,10,10.2,91.2,6.5,106.4,590,Orange,Uttar Pradesh
18,23,8,21.5,93.4,6.4,101.5,690,Orange,Uttar Pradesh
7,20,12,16.5,94.8,6.5,110,690,Orange,Uttar Pradesh
20,23,11,31.9,90.1,6.4,109.9,1735,Orange,Uttar Pradesh
18,14,11,28,90,6.6,117.1,445,Orange,Uttar Pradesh
34,11,10,31.8,94.6,7.4,115.2,430,Orange,Uttar Pradesh
20,29,10,29.1,93.3,7.4,100.8,410,Orange,Uttar Pradesh
37,24,13,19.1,90.7,7.9,108,1005,Orange,Uttar Pradesh
12,8,10,16.1,91.4,8,107.4,910,Orange,Uttar Pradesh
34,10,14,34.1,92.1,6.7,116.8,985,Orange,Uttar Pradesh
6,13,9,34.5,90.6,7.8,118.3,440,Orange,Uttar Pradesh
27,30,5,32.7,90.5,7.7,113.3,220,Orange,Uttar Pradesh
13,8,12,25.2,92.5,7.1,114.3,710,Orange,Uttar Pradesh
6,7,7,27.7,94.5,7.2,114,460,Orange,Uttar Pradesh
40,17,15,21.4,90.9,7.9,107.1,550,Orange,Uttar Pradesh
31,26,9,11.7,93.3,7.6,103.2,960,Orange,Uttar Pradesh
61,68,50,35.2,91.5,6.8,243.1,2200,Papaya,Uttar Pradesh
58,46,45,42.4,90.8,6.6,88.5,560,Papaya,Uttar Pradesh
45,47,55,38.4,91.1,6.8,119.3,410,Papaya,Uttar Pradesh
39,65,53,35.3,92.1,6.6,235.6,860,Papaya,Uttar Pradesh
31,68,45,42.9,90.1,6.9,196.2,4475,Papaya,Uttar Pradesh
70,68,45,33.8,92.9,7,203.4,3875,Papaya,Uttar Pradesh
68,62,50,33.2,92.8,7,197.5,3475,Papaya,Uttar Pradesh
34,65,47,23.5,93.7,6.8,191.8,1775,Papaya,Uttar Pradesh
38,68,54,29.3,90.8,6.7,202.1,1925,Papaya,Uttar Pradesh
69,64,47,40.2,94.5,7,186.7,1830,Papaya,Uttar Pradesh
58,51,47,42.1,91.7,6.8,197.4,900,Papaya,Uttar Pradesh
59,47,53,32.9,91.5,6.9,47.3,700,Papaya,Uttar Pradesh
44,64,54,29.8,91.4,6.7,232.7,500,Papaya,Uttar Pradesh
56,57,48,31.6,93,6.5,63.6,600,Papaya,Uttar Pradesh
69,60,54,36.3,93.1,7,141.2,1100,Papaya,Uttar Pradesh
56,58,49,37.1,94.6,6.7,172.5,500,Papaya,Uttar Pradesh
49,55,53,38.4,93.6,6.5,77.7,800,Papaya,Uttar Pradesh
38,51,52,32.7,90.8,6.9,78.9,3900,Papaya,Uttar Pradesh
54,65,47,27.9,91.6,6.7,149.9,1300,Papaya,Uttar Pradesh
57,57,51,39,91.5,7,105.9,3100,Papaya,Uttar Pradesh
39,52,53,32.5,94.7,6.7,51.1,700,Papaya,Uttar Pradesh
58,67,45,38.7,91.7,6.7,62.6,500,Papaya,Uttar Pradesh
61,64,52,43.3,92.8,6.6,110.6,1900,Papaya,Uttar Pradesh
34,62,55,27.6,90.7,6.6,238.5,700,Papaya,Uttar Pradesh
31,48,45,40.8,92.9,6.6,132.8,1900,Papaya,Uttar Pradesh
47,46,52,23.2,91.4,6.5,206.4,1650,Papaya,Uttar Pradesh
32,68,52,32.7,92.6,6.8,248.9,600,Papaya,Uttar Pradesh
36,59,46,34.3,93.6,6.7,127.3,750,Papaya,Uttar Pradesh
61,51,51,39.3,94.2,6.6,121,450,Papaya,Uttar Pradesh
70,54,46,39.7,91.1,6.9,122.8,1250,Papaya,Uttar Pradesh
44,56,49,39.2,91.3,6.5,64.4,650,Papaya,Uttar Pradesh
34,68,51,27.3,94.2,6.7,40.4,950,Papaya,Uttar Pradesh
50,59,47,40.8,92.1,6.7,209.9,400,Papaya,Uttar Pradesh
39,70,52,26.3,90.8,6.7,59.5,550,Papaya,Uttar Pradesh
34,61,49,28.1,93.3,6.5,117.8,500,Papaya,Uttar Pradesh
44,60,55,34.3,90.6,6.8,98.5,700,Papaya,Uttar Pradesh
31,62,52,33.8,93,7,182,1650,Papaya,Uttar Pradesh
65,62,51,31.5,90.9,6.5,207.1,430,Papaya,Uttar Pradesh
44,57,53,42.3,90.5,6.9,74.9,1870,Papaya,Uttar Pradesh
50,47,48,24.6,90.6,6.7,218.2,490,Papaya,Uttar Pradesh
43,50,48,28.3,91.4,6.6,179.3,2500,Papaya,Uttar Pradesh
60,46,53,24.5,93,6.8,183.5,1750,Papaya,Uttar Pradesh
70,68,55,42.8,94.6,6.7,78.8,1950,Papaya,Uttar Pradesh
59,62,52,43.7,93.1,6.6,103.8,600,Papaya,Uttar Pradesh
60,58,51,42.1,92.9,6.8,165.7,500,Papaya,Uttar Pradesh
42,60,47,33.5,92.1,6.8,136.8,400,Papaya,Uttar Pradesh
35,66,47,31.7,91.7,7,48.8,900,Papaya,Uttar Pradesh
34,65,48,41.4,90,6.7,199.3,500,Papaya,Uttar Pradesh
36,54,46,42.5,94.9,6.7,214.4,700,Papaya,Uttar Pradesh
39,64,52,28.9,94.6,6.7,63.7,5850,Papaya,Uttar Pradesh
37,52,47,43.1,93.9,6.5,211.9,6080,Papaya,Uttar Pradesh
33,47,46,29.2,94,6.8,209.4,1260,Papaya,Uttar Pradesh
34,48,48,41,91.4,6.8,181.5,5330,Papaya,Uttar Pradesh
49,54,50,25.6,93.2,6.8,97.3,5500,Papaya,Uttar Pradesh
40,65,49,35.3,91.1,6.7,163.9,1800,Papaya,Uttar Pradesh
68,52,49,24.4,92.3,6.6,63.4,970,Papaya,Uttar Pradesh
50,46,52,31.2,90.2,6.7,54,570,Papaya,Uttar Pradesh
65,63,50,31.9,91.3,6.5,79.3,2500,Papaya,Uttar Pradesh
40,49,47,42.9,91.2,6.5,246.4,2260,Papaya,Uttar Pradesh
42,53,48,23.1,94.3,6.8,231.5,2750,Papaya,Uttar Pradesh
49,55,51,24.9,93.9,6.7,135.2,2680,Papaya,Uttar Pradesh
59,62,49,43.4,93.4,6.9,114.8,4100,Papaya,Uttar Pradesh
63,58,47,26.8,90.8,6.9,144.7,9250,Papaya,Uttar Pradesh
70,65,52,30.4,93.1,6.6,76,760,Papaya,Uttar Pradesh
63,50,52,28.6,93.2,6.8,115.8,1300,Papaya,Uttar Pradesh
40,64,47,32.5,93.5,6.9,71.7,610,Papaya,Uttar Pradesh
63,58,50,43,94.6,6.7,41.6,280,Papaya,Uttar Pradesh
45,58,49,30.1,90.3,6.8,75.2,2670,Papaya,Uttar Pradesh
66,69,47,23.7,93.6,6.9,87.5,3380,Papaya,Uttar Pradesh
54,67,52,35.7,93.3,6.6,141.3,970,Papaya,Uttar Pradesh
69,67,52,27.7,94.4,6.8,82.8,1980,Papaya,Uttar Pradesh
67,68,49,35.3,92.4,6.8,149.8,1980,Papaya,Uttar Pradesh
45,57,47,23.2,90.8,6.7,161.7,1775,Papaya,Uttar Pradesh
56,50,52,33.1,92.3,6.8,88.1,2245,Papaya,Uttar Pradesh
70,50,53,37.5,90.4,6.9,172.3,3245,Papaya,Uttar Pradesh
44,47,45,38.7,94.7,6.6,218.1,3600,Papaya,Uttar Pradesh
50,60,47,32.6,92.7,6.9,93.8,3150,Papaya,Uttar Pradesh
52,51,53,38.4,93.1,7,210.3,1825,Papaya,Uttar Pradesh
35,68,45,42.9,90.1,6.6,234.8,6500,Papaya,Uttar Pradesh
68,69,52,25.7,92.7,6.8,53,6800,Papaya,Uttar Pradesh
32,55,52,37.6,92,7,159.7,2200,Papaya,Uttar Pradesh
32,55,51,29.6,93.2,6.6,62.7,4600,Papaya,Uttar Pradesh
48,62,47,25.3,93,6.8,174.4,6500,Papaya,Uttar Pradesh
39,69,53,25.9,93,7,241.8,800,Papaya,Uttar Pradesh
49,61,45,32.8,94.6,6.8,240.5,470,Papaya,Uttar Pradesh
48,57,54,29,90.2,6.6,126.8,480,Papaya,Uttar Pradesh
69,66,49,40,90.2,6.5,92.1,2100,Papaya,Uttar Pradesh
53,55,55,33.3,91.3,6.7,234.5,2400,Papaya,Uttar Pradesh
38,61,52,31.2,94.9,6.6,46.4,1800,Papaya,Uttar Pradesh
57,64,55,26.7,93,6.6,62.5,3400,Papaya,Uttar Pradesh
51,57,55,24.7,90.1,6.7,108.4,9000,Papaya,Uttar Pradesh
56,65,45,38.2,94,6.8,218.1,800,Papaya,Uttar Pradesh
54,66,52,36.6,93.8,6.9,104.4,2400,Papaya,Uttar Pradesh
58,55,47,26.1,93.7,6.7,240.7,1000,Papaya,Uttar Pradesh
68,70,54,31.3,92.8,7,54.8,480,Papaya,Uttar Pradesh
42,59,55,40.1,94.4,7,149.1,2500,Papaya,Uttar Pradesh
43,64,47,38.6,91.6,6.8,102.3,780,Papaya,Uttar Pradesh
35,67,49,41.3,91.2,6.6,239.7,2040,Papaya,Uttar Pradesh
56,59,55,37,91.8,6.6,188.5,5800,Papaya,Uttar Pradesh
39,64,53,23,91.1,6.6,208.3,1400,Papaya,Uttar Pradesh
18,30,29,26.8,92.9,6.4,224.6,2800,Coconut,Uttar Pradesh
37,23,28,25.6,94.3,5.7,224.3,1400,Coconut,Uttar Pradesh
13,28,33,28.1,95.6,5.7,151.1,900,Coconut,Uttar Pradesh
2,21,35,25,91.5,6.3,179.8,1000,Coconut,Uttar Pradesh
10,18,35,27.8,99.6,6.4,181.7,900,Coconut,Uttar Pradesh
7,11,32,29.3,95.1,5.5,184.8,900,Coconut,Uttar Pradesh
34,6,27,25.8,90.9,5.9,147.9,500,Coconut,Uttar Pradesh
31,30,29,26.6,91,5.6,178.8,5800,Coconut,Uttar Pradesh
25,7,35,28.4,99.2,5.6,189.7,900,Coconut,Uttar Pradesh
16,18,26,28.4,91.8,5.6,145.5,1400,Coconut,Uttar Pradesh
26,10,33,28.3,96.9,6.1,198.8,1500,Coconut,Uttar Pradesh
27,8,32,27,96.5,5.6,144.3,3800,Coconut,Uttar Pradesh
37,18,30,27.6,99.3,6.4,157.9,900,Coconut,Uttar Pradesh
19,15,34,26.3,99.7,5.7,215.9,1775,Coconut,Uttar Pradesh
0,19,33,27.1,95.2,6.2,204.7,1752,Coconut,Uttar Pradesh
31,20,26,25.6,97.6,6.4,199.8,900,Coconut,Uttar Pradesh
9,17,32,25.9,93.4,5.8,172.1,1400,Coconut,Uttar Pradesh
22,11,29,28,95,6,218,900,Coconut,Uttar Pradesh
31,6,26,29.1,91.3,5.7,157.2,900,Coconut,Uttar Pradesh
34,6,30,27.1,97,5.9,171.8,1800,Coconut,Uttar Pradesh
24,6,32,28.1,90,6.4,172.5,500,Coconut,Uttar Pradesh
1,8,26,27.5,94.2,5.6,156.7,900,Coconut,Uttar Pradesh
31,13,33,27.6,95.5,5.9,205.5,440,Coconut,Uttar Pradesh
10,9,28,29,94,6.3,150.1,850,Coconut,Uttar Pradesh
36,27,26,26.6,95.8,6.3,171.6,3100,Coconut,Uttar Pradesh
38,24,33,28.3,97,6,142.9,500,Coconut,Uttar Pradesh
11,6,25,28.7,96.7,6.1,179,2100,Coconut,Uttar Pradesh
16,14,30,29.7,96.3,6.4,209.8,350,Coconut,Uttar Pradesh
33,14,35,27.1,96.7,6,149.2,310,Coconut,Uttar Pradesh
16,6,29,29.3,92,5.9,132.1,6410,Coconut,Uttar Pradesh
32,11,31,25.1,93.3,6.2,134.8,6380,Coconut,Uttar Pradesh
38,14,30,26.9,91.2,5.6,194.9,1785,Coconut,Uttar Pradesh
8,6,33,28.3,93.6,6.1,171.9,670,Coconut,Uttar Pradesh
23,6,33,29.2,92.7,6,205,1050,Coconut,Uttar Pradesh
29,25,35,28.4,91.6,5.5,160.7,960,Coconut,Uttar Pradesh
24,14,33,29.4,93.3,6.4,218.5,700,Coconut,Uttar Pradesh
32,12,30,25.4,98.1,5.6,218.1,1720,Coconut,Uttar Pradesh
30,25,31,26.3,98.6,5.8,208.1,710,Coconut,Uttar Pradesh
14,21,35,29.5,91.9,6.1,194.3,860,Coconut,Uttar Pradesh
27,22,29,28.8,92.2,6,145.4,2540,Coconut,Uttar Pradesh
40,5,29,28.5,97.8,5.8,160.4,3540,Coconut,Uttar Pradesh
17,11,32,28.7,93.4,5.6,156.8,4240,Coconut,Uttar Pradesh
30,30,35,25,95.6,6,165.8,1890,Coconut,Uttar Pradesh
28,10,30,29.9,91.1,6.3,192.8,2430,Coconut,Uttar Pradesh
39,7,29,27.5,94.6,6.4,150.2,3085,Coconut,Uttar Pradesh
32,20,35,26.5,98.4,5.6,144.6,9245,Coconut,Uttar Pradesh
7,15,32,25,95.9,6.2,174.8,850,Coconut,Uttar Pradesh
29,17,29,29.2,95.7,6,211.3,1750,Coconut,Uttar Pradesh
34,15,34,27.1,91.1,5.7,224.7,4140,Coconut,Uttar Pradesh
14,23,25,26.2,97,5.6,135.4,500,Coconut,Uttar Pradesh
18,19,29,27.6,92.5,6.2,162.8,1120,Coconut,Uttar Pradesh
7,21,35,25.8,94.7,5.8,131.2,2250,Coconut,Uttar Pradesh
24,27,34,28.9,95.1,6.2,145.1,3440,Coconut,Uttar Pradesh
39,29,29,26.5,94.5,6.1,199.9,690,Coconut,Uttar Pradesh
29,8,28,26.9,91.7,6.1,214.4,1845,Coconut,Uttar Pradesh
10,24,27,27.6,94.9,5.7,145.9,4050,Coconut,Uttar Pradesh
0,29,32,28.1,98.4,5.9,171.7,3750,Coconut,Uttar Pradesh
32,11,31,29.5,92.6,6.5,131.2,3450,Coconut,Uttar Pradesh
37,10,32,29,95.2,6.2,222.8,1825,Coconut,Uttar Pradesh
20,29,27,25.1,92.4,6,157.8,6200,Coconut,Uttar Pradesh
31,29,35,27.2,92.2,6.1,141.3,2000,Coconut,Uttar Pradesh
17,30,27,29,90.8,5.9,205.6,1735,Coconut,Uttar Pradesh
1,12,30,27.8,95.9,5.6,131.1,6250,Coconut,Uttar Pradesh
6,13,29,27.3,100,5.8,201.8,6875,Coconut,Uttar Pradesh
15,28,32,28.8,99.6,6.2,224.4,5430,Coconut,Uttar Pradesh
27,24,29,26.6,97,6.1,191,5010,Coconut,Uttar Pradesh
3,23,30,29.7,95.7,6.1,215.2,6430,Coconut,Uttar Pradesh
8,26,26,25.5,91.6,5.7,212.9,980,Coconut,Uttar Pradesh
20,28,26,26.4,91.5,5.5,167,820,Coconut,Uttar Pradesh
26,18,27,27.5,92.9,5.8,142.1,2000,Coconut,Uttar Pradesh
1,6,35,27,95.7,6.2,147.2,5360,Coconut,Uttar Pradesh
27,30,31,29,90.7,5.7,148.8,1500,Coconut,Uttar Pradesh
23,7,34,26.1,91.5,5.9,134.1,3170,Coconut,Uttar Pradesh
0,26,31,25.1,95,5.5,192.9,4410,Coconut,Uttar Pradesh
38,6,25,25.5,96.9,6.2,191.3,4090,Coconut,Uttar Pradesh
25,12,26,28.6,95.7,6.4,134.8,9880,Coconut,Uttar Pradesh
40,5,32,26.1,96.7,6,143.5,860,Coconut,Uttar Pradesh
0,19,31,25.5,94.4,6.3,178.7,4880,Coconut,Uttar Pradesh
26,9,32,25.9,94.7,6.5,144.2,600,Coconut,Uttar Pradesh
35,30,34,28.3,95.4,6.1,182.4,2320,Coconut,Uttar Pradesh
19,30,30,29.6,91.4,5.8,224.8,500,Coconut,Uttar Pradesh
31,13,33,29.7,95.2,6.3,148.3,1950,Coconut,Uttar Pradesh
17,29,26,26.1,93.3,6.1,195.4,4130,Coconut,Uttar Pradesh
2,30,30,26,94.8,6.3,209.5,360,Coconut,Uttar Pradesh
30,13,25,27.2,91.5,6.4,164.9,460,Coconut,Uttar Pradesh
8,15,33,29,98.1,5.5,213.9,260,Coconut,Uttar Pradesh
18,12,35,26.1,96.4,6.3,131.3,530,Coconut,Uttar Pradesh
8,28,30,25.5,94.3,6,135.1,1932,Coconut,Uttar Pradesh
40,22,29,27.6,100,5.7,174.6,400,Coconut,Uttar Pradesh
27,10,33,27.8,97.5,6.5,154.1,460,Coconut,Uttar Pradesh
21,20,31,25.6,99.7,5.9,165.8,450,Coconut,Uttar Pradesh
3,9,35,26.9,99.8,6.3,225.6,5820,Coconut,Uttar Pradesh
22,16,27,29.2,90.3,6,188.9,1310,Coconut,Uttar Pradesh
27,8,30,26.4,98.3,6,221.2,1940,Coconut,Uttar Pradesh
22,8,33,28.4,95.9,5.7,203.9,1280,Coconut,Uttar Pradesh
28,27,32,28.9,93,5.8,191.8,1030,Coconut,Uttar Pradesh
23,21,26,26.5,93.5,5.9,149.2,630,Coconut,Uttar Pradesh
37,5,34,25.8,93.8,5.8,152.4,700,Coconut,Uttar Pradesh
19,26,29,26.9,98.8,5.7,166.6,2090,Coconut,Uttar Pradesh
133,47,24,24.4,79.2,7.2,90.8,2260,Cotton,Uttar Pradesh
136,36,20,23.1,84.9,6.9,71.3,2510,Cotton,Uttar Pradesh
104,47,18,24,77,7.6,90.8,2660,Cotton,Uttar Pradesh
133,47,23,24.9,75.6,6.8,89.8,1930,Cotton,Uttar Pradesh
126,38,23,25.4,83.6,6.2,88.4,2610,Cotton,Uttar Pradesh
126,50,19,24.7,81.7,6.6,78.6,4100,Cotton,Uttar Pradesh
113,41,20,25,80.5,7.3,96.3,9270,Cotton,Uttar Pradesh
